,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
20,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.7,4.7,0,20,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
21,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.7,4.7,0,20,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
22,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.4,5.4,0,23,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
23,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.2,10.2,0,43,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
24,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.5,5.5,0,23,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
25,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.0,5.0,0,21,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
26,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
27,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.7,7.7,0,32,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
28,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.6,3.6,0,15,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
29,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,17,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
30,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
31,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-09-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
32,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.8,9.8,0,41,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
33,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.2,6.2,0,26,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
34,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,17,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
35,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,18,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
36,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.1,7.1,0,30,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
37,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.8,4.8,0,20,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
38,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.3,7.3,0,30,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
39,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
40,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-10-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.9,2.9,0,12,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
