,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
33280,42,003,0008,88101,3,40.46542,-79.960757,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.6,8.6,0,36.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2023-02-05
33287,42,003,0008,88101,3,40.46542,-79.960757,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.6,7.6,0,32.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2023-02-05
33294,42,003,0008,88101,3,40.46542,-79.960757,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.2,10.2,0,43.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2023-02-05
33301,42,003,0008,88101,3,40.46542,-79.960757,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.6,13.6,0,54.0,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2023-02-05
37761,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.0,5.0,0,21.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37768,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.5,7.5,0,31.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37782,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,19.0,19.0,0,66.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37789,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,14.1,14.1,0,55.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37803,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37810,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-08,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37824,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-10,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.7,4.7,0,20.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37831,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.7,7.7,0,32.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37845,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,60.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37852,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.2,10.2,0,43.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37866,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.8,9.8,0,41.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37873,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,47.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37887,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.9,12.9,0,53.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37894,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.3,5.3,0,22.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37908,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-22,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.4,16.4,0,60.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37915,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,46.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37929,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.9,5.9,0,25.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37936,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,34.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37950,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.0,16.0,0,59.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37957,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37971,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-01-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.7,7.7,0,32.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37978,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.6,12.6,0,52.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37985,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,23.2,23.2,0,74.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37992,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.5,21.5,0,71.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
37999,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,18.1,18.1,0,64.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38006,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,48.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38013,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38020,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.0,8.0,0,33.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38034,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38041,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-10,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.5,12.5,0,52.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38055,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.1,5.1,0,21.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38062,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.5,5.5,0,23.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38076,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.7,9.7,0,40.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38083,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.7,6.7,0,28.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38097,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.3,12.3,0,51.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38104,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.5,8.5,0,35.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38118,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.5,10.5,0,44.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38125,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-22,Micrograms/cubic meter (LC),No Events,1,100.0,Y,19.7,19.7,0,67.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38132,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.3,13.3,0,54.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38141,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-02-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.7,10.7,0,45.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38148,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.5,12.5,0,52.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38155,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,18.7,18.7,0,65.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38162,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,19.5,19.5,0,67.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38176,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.7,10.7,0,45.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38183,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.2,11.2,0,47.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38197,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-08,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.3,21.3,0,70.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38204,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,19.5,19.5,0,67.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38218,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.5,8.5,0,35.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38225,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.9,10.9,0,45.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38239,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.4,13.4,0,54.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38246,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.8,4.8,0,20.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38260,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38267,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.4,8.4,0,35.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38281,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,14.2,14.2,0,55.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
38288,42,003,0002,88101,2,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2019-03-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,18.0,18.0,0,63.0,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2023-02-05
